Date,Open,High,Low,Close,Adj Close,Volume
1981/4/28,0.126674,0.126674,0.126116,0.126116,0.097591,32188800
1981/4/29,0.125,0.125,0.124442,0.124442,0.096296,13641600
1981/4/30,0.126674,0.12779,0.126674,0.126674,0.098023,12611200
1981/5/1,0.126674,0.12779,0.126674,0.126674,0.098023,16553600
1981/5/4,0.126674,0.126674,0.126116,0.126116,0.097591,14448000
1981/5/5,0.126116,0.126116,0.125558,0.125558,0.09716,17539200
1981/5/6,0.122768,0.122768,0.12221,0.12221,0.094569,18950400
1981/5/7,0.123884,0.124442,0.123884,0.123884,0.095864,9363200
1981/5/8,0.125,0.125558,0.125,0.125,0.096728,7907200
1981/5/11,0.122768,0.122768,0.12221,0.12221,0.094569,11939200
1981/5/12,0.12221,0.123884,0.12221,0.12221,0.094569,4256000
1981/5/13,0.12221,0.123326,0.121652,0.121652,0.094137,4905600
1981/5/14,0.121094,0.121094,0.119978,0.119978,0.092842,4928000
1981/5/15,0.122768,0.124442,0.122768,0.122768,0.095001,4905600
1981/5/18,0.125,0.126116,0.125,0.125,0.096728,4166400
1981/5/19,0.123326,0.123326,0.122768,0.122768,0.095001,25424000
1981/5/20,0.126674,0.12779,0.126674,0.126674,0.098023,13283200
1981/5/21,0.133929,0.134487,0.133929,0.133929,0.103637,32211200
1981/5/22,0.140067,0.141183,0.140067,0.140067,0.108387,31427200
1981/5/26,0.140067,0.140067,0.139509,0.139509,0.107955,85344000
1981/5/27,0.147321,0.147879,0.147321,0.147321,0.114,149497600
1981/5/28,0.147321,0.147879,0.147321,0.147321,0.114,73987200
1981/5/29,0.147879,0.148438,0.147879,0.147879,0.114432,59382400
1981/6/1,0.147879,0.148438,0.147879,0.147879,0.114432,51251200
1981/6/2,0.141183,0.141183,0.140625,0.140625,0.108819,40432000
1981/6/3,0.140625,0.141741,0.140625,0.140625,0.108819,39446400
1981/6/4,0.143415,0.143973,0.143415,0.143415,0.110978,56067200
1981/6/5,0.141741,0.141741,0.141183,0.141183,0.109251,57680000
1981/6/8,0.136719,0.136719,0.136161,0.136161,0.105365,93497600
1981/6/9,0.138951,0.139509,0.138951,0.138951,0.107524,119593600
1981/6/10,0.140625,0.142299,0.140625,0.140625,0.108819,25222400
1981/6/11,0.146763,0.147321,0.146763,0.146763,0.113569,38976000
1981/6/12,0.145647,0.145647,0.145089,0.145089,0.112273,25804800
1981/6/15,0.145089,0.145089,0.144531,0.144531,0.111841,143763200
1981/6/16,0.142299,0.142299,0.141741,0.141741,0.109682,37251200
1981/6/17,0.140067,0.140067,0.139509,0.139509,0.107955,27574400
1981/6/18,0.139509,0.140067,0.138951,0.138951,0.107524,23049600
1981/6/19,0.135603,0.135603,0.135045,0.135045,0.104501,27507200
1981/6/22,0.13058,0.13058,0.130022,0.130022,0.100614,10841600
1981/6/23,0.132254,0.133371,0.132254,0.132254,0.102341,15030400
1981/6/24,0.130022,0.130022,0.128906,0.128906,0.09975,23027200
1981/6/25,0.131696,0.132254,0.131696,0.131696,0.101909,24259200
1981/6/26,0.131138,0.131138,0.130022,0.130022,0.100614,23788800
1981/6/29,0.126674,0.126674,0.125558,0.125558,0.09716,10595200
1981/6/30,0.116629,0.116629,0.116071,0.116071,0.089818,35907200
1981/7/1,0.115513,0.115513,0.114955,0.114955,0.088955,170464000
1981/7/2,0.114955,0.115513,0.114955,0.114955,0.088955,30284800
1981/7/6,0.112165,0.112165,0.111049,0.111049,0.085932,16531200
1981/7/7,0.112165,0.113281,0.112165,0.112165,0.086796,15836800
1981/7/8,0.116629,0.117188,0.116629,0.116629,0.09025,16620800
1981/7/9,0.108259,0.108259,0.107701,0.107701,0.083342,32883200
1981/7/10,0.099888,0.099888,0.09933,0.09933,0.076864,55171200
1981/7/13,0.101563,0.102121,0.101563,0.101563,0.078592,45740800
1981/7/14,0.106027,0.107143,0.106027,0.106027,0.082046,19779200
1981/7/15,0.108817,0.109375,0.108817,0.108817,0.084205,10953600
1981/7/16,0.111607,0.112723,0.111607,0.111607,0.086364,15232000
1981/7/17,0.115513,0.116071,0.115513,0.115513,0.089387,19824000
1981/7/20,0.108259,0.108259,0.107701,0.107701,0.083342,23654400
1981/7/21,0.107701,0.107701,0.107143,0.107143,0.08291,31942400
1981/7/22,0.102121,0.102121,0.101004,0.101004,0.078159,22668800
1981/7/23,0.103795,0.104353,0.103795,0.103795,0.080319,34451200
1981/7/24,0.107143,0.107701,0.107143,0.107143,0.08291,28851200
1981/7/27,0.111607,0.112165,0.111607,0.111607,0.086364,17337600
1981/7/28,0.108259,0.108259,0.107701,0.107701,0.083342,22848000
1981/7/29,0.106585,0.106585,0.106027,0.106027,0.082046,15500800
1981/7/30,0.109933,0.111049,0.109933,0.109933,0.085069,9900800
1981/7/31,0.111607,0.112165,0.111607,0.111607,0.086364,10953600
1981/8/3,0.111607,0.111607,0.110491,0.110491,0.085501,12432000
1981/8/4,0.112165,0.112723,0.112165,0.112165,0.086796,31673600
1981/8/5,0.115513,0.116071,0.115513,0.115513,0.089387,17494400
1981/8/6,0.113281,0.113281,0.112723,0.112723,0.087228,10528000
1981/8/7,0.112723,0.113281,0.112723,0.112723,0.087228,9206400
1981/8/10,0.112723,0.112723,0.112723,0.112723,0.087228,0
1981/8/11,0.110491,0.110491,0.109375,0.109375,0.084637,71456000
1981/8/12,0.107701,0.107701,0.107143,0.107143,0.08291,26275200
1981/8/13,0.104353,0.104353,0.103795,0.103795,0.080319,27484800
1981/8/14,0.103237,0.103237,0.102121,0.102121,0.079024,24192000
1981/8/17,0.099888,0.099888,0.098772,0.098772,0.076432,18905600
1981/8/18,0.097656,0.097656,0.09654,0.09654,0.074705,17001600
1981/8/19,0.09654,0.09654,0.095424,0.095424,0.073841,20675200
1981/8/20,0.09654,0.097098,0.09654,0.09654,0.074705,17113600
1981/8/21,0.09096,0.09096,0.089844,0.089844,0.069523,41910400
1981/8/24,0.084821,0.084821,0.084263,0.084263,0.065205,23072000
1981/8/25,0.086496,0.087054,0.086496,0.086496,0.066933,40700800
1981/8/26,0.085379,0.085379,0.084821,0.084821,0.065636,33600000
1981/8/27,0.085379,0.085938,0.085379,0.085379,0.066068,25916800
1981/8/28,0.089844,0.090402,0.089844,0.089844,0.069523,38035200
1981/8/31,0.089844,0.090402,0.089844,0.089844,0.069523,40947200
1981/9/1,0.095424,0.095982,0.095424,0.095424,0.073841,37027200
1981/9/2,0.097098,0.097656,0.097098,0.097098,0.075137,19376000
1981/9/3,0.093192,0.093192,0.092076,0.092076,0.071251,37475200
1981/9/4,0.091518,0.091518,0.09096,0.09096,0.070387,15254400
1981/9/8,0.088728,0.088728,0.08817,0.08817,0.068228,25446400
1981/9/9,0.08817,0.088728,0.08817,0.08817,0.068228,30531200
1981/9/10,0.088728,0.089286,0.088728,0.088728,0.06866,34809600
1981/9/11,0.08817,0.08817,0.087612,0.087612,0.067796,17539200
1981/9/14,0.085379,0.085379,0.084821,0.084821,0.065636,27686400
1981/9/15,0.083147,0.083147,0.082589,0.082589,0.063909,19510400
1981/9/16,0.081473,0.081473,0.080915,0.080915,0.062614,19353600
1981/9/17,0.079241,0.079241,0.078683,0.078683,0.060887,19376000
1981/9/18,0.079241,0.079799,0.079241,0.079241,0.061319,26320000
1981/9/21,0.079799,0.080357,0.079799,0.079799,0.06175,49033600
1981/9/22,0.075893,0.075893,0.075335,0.075335,0.058296,47420800
1981/9/23,0.074777,0.074777,0.073661,0.073661,0.057001,28201600
1981/9/24,0.073661,0.073661,0.073103,0.073103,0.056569,18300800
1981/9/25,0.064732,0.064732,0.063616,0.063616,0.049228,34608000
1981/9/28,0.064174,0.064732,0.064174,0.064174,0.049659,91728000
1981/9/29,0.067522,0.06808,0.067522,0.067522,0.05225,94684800
1981/9/30,0.06808,0.068638,0.06808,0.06808,0.052682,49996800
1981/10/1,0.06808,0.068638,0.06808,0.06808,0.052682,61129600
1981/10/2,0.073661,0.074219,0.073661,0.073661,0.057001,45046400
1981/10/5,0.075893,0.077009,0.075893,0.075893,0.058728,43097600
1981/10/6,0.075893,0.075893,0.075335,0.075335,0.058296,28358400
1981/10/7,0.079799,0.080915,0.079799,0.079799,0.06175,38841600
1981/10/8,0.082589,0.083147,0.082589,0.082589,0.063909,31091200
1981/10/9,0.083147,0.084263,0.083147,0.083147,0.064341,54521600
1981/10/12,0.085938,0.086496,0.085938,0.085938,0.066501,27350400
1981/10/13,0.085938,0.087054,0.085938,0.085938,0.066501,44195200
1981/10/14,0.081473,0.081473,0.080915,0.080915,0.062614,30979200
1981/10/15,0.082589,0.083147,0.082589,0.082589,0.063909,29433600
1981/10/16,0.082031,0.082031,0.081473,0.081473,0.063046,36467200
1981/10/19,0.083147,0.083705,0.083147,0.083147,0.064341,20585600
1981/10/20,0.087612,0.08817,0.087612,0.087612,0.067796,35728000
1981/10/21,0.087612,0.08817,0.087612,0.087612,0.067796,76899200
1981/10/22,0.087612,0.087612,0.087054,0.087054,0.067364,32278400
1981/10/23,0.085379,0.085379,0.084821,0.084821,0.065636,27910400
1981/10/26,0.084821,0.085379,0.084821,0.084821,0.065636,27283200
1981/10/27,0.086496,0.087612,0.086496,0.086496,0.066933,85590400
1981/10/28,0.089286,0.089844,0.089286,0.089286,0.069092,44172800
1981/10/29,0.088728,0.088728,0.08817,0.08817,0.068228,30486400
1981/10/30,0.089286,0.089844,0.089286,0.089286,0.069092,52729600
1981/11/2,0.089286,0.089844,0.089286,0.089286,0.069092,36915200
1981/11/3,0.088728,0.088728,0.08817,0.08817,0.068228,28380800
1981/11/4,0.086496,0.086496,0.085938,0.085938,0.066501,23811200
1981/11/5,0.080357,0.080357,0.079799,0.079799,0.06175,23363200
1981/11/6,0.080357,0.080915,0.080357,0.080357,0.062182,24595200
1981/11/9,0.081473,0.082031,0.081473,0.081473,0.063046,20384000
1981/11/10,0.082031,0.082589,0.082031,0.082031,0.063478,16755200
1981/11/11,0.084263,0.084821,0.084263,0.084263,0.065205,27440000
1981/11/12,0.087054,0.087612,0.087054,0.087054,0.067364,39916800
1981/11/13,0.081473,0.081473,0.080915,0.080915,0.062614,21011200
1981/11/16,0.080357,0.080357,0.079799,0.079799,0.06175,22556800
1981/11/17,0.081473,0.082031,0.081473,0.081473,0.063046,35414400
1981/11/18,0.084263,0.084821,0.084263,0.084263,0.065205,29142400
1981/11/19,0.084263,0.084821,0.084263,0.084263,0.065205,40006400
1981/11/20,0.084821,0.085379,0.084821,0.084821,0.065636,38102400
1981/11/23,0.082031,0.082031,0.080915,0.080915,0.062614,22960000
1981/11/24,0.080915,0.080915,0.080357,0.080357,0.062182,22153600
1981/11/25,0.082031,0.082589,0.082031,0.082031,0.063478,52550400
1981/11/27,0.084263,0.084821,0.084263,0.084263,0.065205,37251200
1981/11/30,0.083705,0.083705,0.083147,0.083147,0.064341,23968000
1981/12/1,0.083147,0.083705,0.083147,0.083147,0.064341,23385600
1981/12/2,0.083705,0.084263,0.083705,0.083705,0.064773,37564800
1981/12/3,0.083147,0.083147,0.082589,0.082589,0.063909,20428800
1981/12/4,0.084821,0.085379,0.084821,0.084821,0.065636,137155200
1981/12/7,0.085379,0.085938,0.085379,0.085379,0.066068,59292800
1981/12/8,0.084821,0.084821,0.083705,0.083705,0.064773,50624000
1981/12/9,0.084263,0.084821,0.084263,0.084263,0.065205,34272000
1981/12/10,0.084263,0.084821,0.084263,0.084263,0.065205,37408000
1981/12/11,0.084263,0.084821,0.083705,0.083705,0.064773,76092800
1981/12/14,0.082031,0.082031,0.080915,0.080915,0.062614,25244800
1981/12/15,0.083147,0.083705,0.083147,0.083147,0.064341,31315200
1981/12/16,0.087054,0.087612,0.087054,0.087054,0.067364,65452800
1981/12/17,0.094308,0.094866,0.094308,0.094308,0.072978,51452800
1981/12/18,0.102121,0.102679,0.102121,0.102121,0.079024,71724800
1981/12/21,0.098214,0.098214,0.097656,0.097656,0.075568,56403200
1981/12/22,0.09933,0.099888,0.09933,0.09933,0.076864,53827200
1981/12/23,0.097656,0.097656,0.097098,0.097098,0.075137,28896000
1981/12/24,0.097656,0.098214,0.097656,0.097656,0.075568,28918400
1981/12/28,0.094308,0.094308,0.093192,0.093192,0.072114,36579200
1981/12/29,0.094866,0.095982,0.094866,0.094866,0.07341,24236800
1981/12/30,0.098772,0.09933,0.098772,0.098772,0.076432,32188800
1981/12/31,0.098772,0.09933,0.098772,0.098772,0.076432,54656000
1982/1/4,0.098772,0.098772,0.098214,0.098214,0.076,71254400
1982/1/5,0.094308,0.094308,0.093192,0.093192,0.072114,35840000
1982/1/6,0.092634,0.092634,0.092076,0.092076,0.071251,66080000
1982/1/7,0.085938,0.085938,0.084821,0.084821,0.065636,70044800
1982/1/8,0.088728,0.089286,0.088728,0.088728,0.06866,56604800
1982/1/11,0.083705,0.083705,0.083147,0.083147,0.064341,33331200
1982/1/12,0.080915,0.080915,0.080357,0.080357,0.062182,59920000
1982/1/13,0.080357,0.080357,0.079799,0.079799,0.06175,41753600
1982/1/14,0.083705,0.084263,0.083705,0.083705,0.064773,25715200
1982/1/15,0.089286,0.090402,0.089286,0.089286,0.069092,46704000
1982/1/18,0.09096,0.092076,0.09096,0.09096,0.070387,28000000
1982/1/19,0.089844,0.089844,0.088728,0.088728,0.06866,55507200
1982/1/20,0.090402,0.09096,0.090402,0.090402,0.069955,25827200
1982/1/21,0.092076,0.092634,0.092076,0.092076,0.071251,33331200
1982/1/22,0.092634,0.093192,0.092634,0.092634,0.071682,24259200
1982/1/25,0.090402,0.090402,0.089844,0.089844,0.069523,44710400
1982/1/26,0.087612,0.087612,0.086496,0.086496,0.066933,21212800
1982/1/27,0.087054,0.08817,0.087054,0.087054,0.067364,31360000
1982/1/28,0.089844,0.090402,0.089844,0.089844,0.069523,39603200
1982/1/29,0.09096,0.091518,0.09096,0.09096,0.070387,53155200
1982/2/1,0.09096,0.09096,0.089844,0.089844,0.069523,38528000
1982/2/2,0.090402,0.091518,0.090402,0.090402,0.069955,54275200
1982/2/3,0.090402,0.09096,0.090402,0.090402,0.069955,31472000
1982/2/4,0.088728,0.088728,0.08817,0.08817,0.068228,22041600
1982/2/5,0.08817,0.088728,0.08817,0.08817,0.068228,40297600
1982/2/8,0.083147,0.083147,0.082589,0.082589,0.063909,31696000
1982/2/9,0.082589,0.083147,0.082589,0.082589,0.063909,57904000
1982/2/10,0.083705,0.084263,0.083705,0.083705,0.064773,38796800
1982/2/11,0.083147,0.083147,0.082589,0.082589,0.063909,24528000
1982/2/12,0.083705,0.084263,0.083705,0.083705,0.064773,19644800
1982/2/16,0.082589,0.082589,0.082031,0.082031,0.063478,34316800
1982/2/17,0.083147,0.083705,0.083147,0.083147,0.064341,25580800
1982/2/18,0.084263,0.084821,0.084263,0.084263,0.065205,28380800
1982/2/19,0.084263,0.084263,0.083705,0.083705,0.064773,13596800
1982/2/22,0.083147,0.083147,0.082589,0.082589,0.063909,26633600
1982/2/23,0.082031,0.082031,0.081473,0.081473,0.063046,34540800
1982/2/24,0.082031,0.082589,0.082031,0.082031,0.063478,37945600
1982/2/25,0.082031,0.082031,0.081473,0.081473,0.063046,30800000
1982/2/26,0.081473,0.082031,0.081473,0.081473,0.063046,17427200
1982/3/1,0.082031,0.082589,0.082031,0.082031,0.063478,35302400
1982/3/2,0.082031,0.082589,0.082031,0.082031,0.063478,34809600
1982/3/3,0.082031,0.082589,0.082031,0.082031,0.063478,23654400
1982/3/4,0.080915,0.080915,0.080357,0.080357,0.062182,38371200
1982/3/5,0.074777,0.074777,0.074219,0.074219,0.057432,45315200
1982/3/8,0.073661,0.073661,0.073103,0.073103,0.056569,35145600
1982/3/9,0.073661,0.074219,0.073661,0.073661,0.057001,52505600
1982/3/10,0.073103,0.073103,0.072545,0.072545,0.056137,86934400
1982/3/11,0.072545,0.073661,0.072545,0.072545,0.056137,22579200
1982/3/12,0.068638,0.068638,0.06808,0.06808,0.052682,46547200
1982/3/15,0.06808,0.06808,0.067522,0.067522,0.05225,51363200
1982/3/16,0.066964,0.066964,0.066406,0.066406,0.051387,47152000
1982/3/17,0.063616,0.063616,0.063058,0.063058,0.048796,50489600
1982/3/18,0.06808,0.068638,0.06808,0.06808,0.052682,56336000
1982/3/19,0.074219,0.074777,0.074219,0.074219,0.057432,65811200
1982/3/22,0.079799,0.080357,0.079799,0.079799,0.06175,69193600
1982/3/23,0.079241,0.079241,0.078683,0.078683,0.060887,55955200
1982/3/24,0.074777,0.074777,0.074219,0.074219,0.057432,51609600
1982/3/25,0.074219,0.074219,0.073661,0.073661,0.057001,84112000
1982/3/26,0.073103,0.073103,0.072545,0.072545,0.056137,50780800
1982/3/29,0.074219,0.074777,0.074219,0.074219,0.057432,67603200
1982/3/30,0.075335,0.075893,0.075335,0.075335,0.058296,77952000
1982/3/31,0.075335,0.075893,0.075335,0.075335,0.058296,50153600
1982/4/1,0.079241,0.079799,0.079241,0.079241,0.061319,59136000
1982/4/2,0.079241,0.079799,0.079241,0.079241,0.061319,84806400
1982/4/5,0.079241,0.079799,0.079241,0.079241,0.061319,86643200
1982/4/6,0.079241,0.079241,0.078683,0.078683,0.060887,71590400
1982/4/7,0.078125,0.078125,0.077567,0.077567,0.060023,29097600
1982/4/8,0.078125,0.078683,0.078125,0.078125,0.060455,23990400
1982/4/12,0.078125,0.078683,0.077567,0.077567,0.060023,44307200
1982/4/13,0.071987,0.071987,0.071429,0.071429,0.055273,85299200
1982/4/14,0.071987,0.072545,0.071987,0.071987,0.055705,113590400
1982/4/15,0.073103,0.073661,0.073103,0.073103,0.056569,164281600
1982/4/16,0.075335,0.075893,0.075335,0.075335,0.058296,104048000
1982/4/19,0.074777,0.074777,0.073661,0.073661,0.057001,41283200
1982/4/20,0.070871,0.070871,0.070313,0.070313,0.05441,80550400
1982/4/21,0.070313,0.070313,0.069754,0.069754,0.053977,73024000
1982/4/22,0.069196,0.069196,0.068638,0.068638,0.053114,52595200
1982/4/23,0.068638,0.069196,0.068638,0.068638,0.053114,48294400
1982/4/26,0.070313,0.070871,0.070313,0.070313,0.05441,57926400
1982/4/27,0.068638,0.068638,0.06808,0.06808,0.052682,70268800
1982/4/28,0.065848,0.065848,0.06529,0.06529,0.050523,99232000
1982/4/29,0.06529,0.065848,0.06529,0.06529,0.050523,82230400
1982/4/30,0.065848,0.066406,0.065848,0.065848,0.050955,277401600
1982/5/3,0.06808,0.068638,0.06808,0.06808,0.052682,82700800
1982/5/4,0.070313,0.070871,0.070313,0.070313,0.05441,73987200
1982/5/5,0.070313,0.070313,0.069196,0.069196,0.053545,53939200
1982/5/6,0.071429,0.071987,0.071429,0.071429,0.055273,75465600
1982/5/7,0.072545,0.073103,0.072545,0.072545,0.056137,84716800
1982/5/10,0.071987,0.071987,0.071429,0.071429,0.055273,31606400
1982/5/11,0.069754,0.069754,0.069196,0.069196,0.053545,103017600
1982/5/12,0.06808,0.06808,0.067522,0.067522,0.05225,71008000
1982/5/13,0.06808,0.068638,0.06808,0.06808,0.052682,54454400
1982/5/14,0.066406,0.066406,0.06529,0.06529,0.050523,95737600
1982/5/17,0.064732,0.064732,0.064174,0.064174,0.049659,76204800
1982/5/18,0.063616,0.063616,0.063058,0.063058,0.048796,122035200
1982/5/19,0.063058,0.063058,0.0625,0.0625,0.048364,75286400
1982/5/20,0.063058,0.063616,0.063058,0.063058,0.048796,27619200
1982/5/21,0.063616,0.064174,0.063616,0.063616,0.049228,38841600
1982/5/24,0.064174,0.064732,0.064174,0.064174,0.049659,31987200
1982/5/25,0.064174,0.064732,0.064174,0.064174,0.049659,51564800
1982/5/26,0.064174,0.064174,0.063616,0.063616,0.049228,43276800
1982/5/27,0.063058,0.063058,0.0625,0.0625,0.048364,31248000
1982/5/28,0.0625,0.063058,0.0625,0.0625,0.048364,19196800
1982/6/1,0.061942,0.061942,0.061384,0.061384,0.0475,47600000
1982/6/2,0.0625,0.063058,0.0625,0.0625,0.048364,32905600
1982/6/3,0.061384,0.061384,0.060268,0.060268,0.046637,39760000
1982/6/4,0.059152,0.059152,0.058594,0.058594,0.045341,37676800
1982/6/7,0.058594,0.059152,0.058594,0.058594,0.045341,37161600
1982/6/8,0.058594,0.058594,0.058036,0.058036,0.04491,31404800
1982/6/9,0.057478,0.057478,0.05692,0.05692,0.044046,33846400
1982/6/10,0.057478,0.058036,0.057478,0.057478,0.044478,34406400
1982/6/11,0.05971,0.060268,0.05971,0.05971,0.046205,54633600
1982/6/14,0.05971,0.060268,0.05971,0.05971,0.046205,29993600
1982/6/15,0.05971,0.060268,0.05971,0.05971,0.046205,35212800
1982/6/16,0.05971,0.060268,0.05971,0.05971,0.046205,41731200
1982/6/17,0.059152,0.059152,0.058594,0.058594,0.045341,29164800
1982/6/18,0.058594,0.058594,0.057478,0.057478,0.044478,19868800
1982/6/21,0.057478,0.058036,0.057478,0.057478,0.044478,28537600
1982/6/22,0.05971,0.060826,0.05971,0.05971,0.046205,17561600
1982/6/23,0.061384,0.0625,0.061384,0.061384,0.0475,52752000
1982/6/24,0.061384,0.061942,0.061384,0.061384,0.0475,44150400
1982/6/25,0.05971,0.05971,0.059152,0.059152,0.045773,26678400
